Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
20094522953,"Sep 8, 2026, 3:51:08 PM",Evening Walk,Walk,"",2400,4.00,,,false,,,,,,2400.0,2400.0,4000.0,,1.667,,,,,,0.0,,,,,,,,,361.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
20081228595,"Sep 7, 2026, 3:23:45 PM",Evening Walk,Walk,"",3600,6.00,,,false,,,,,,3600.0,3600.0,6000.0,,1.667,,,,,,0.0,,,,,,,,,542.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
20066138390,"Sep 5, 2026, 7:26:24 PM",Night Walk,Walk,"",3600,6.00,,,false,,,,,,3600.0,3600.0,6000.0,,1.667,,,,,,0.0,,,,,,,,,542.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
20052863346,"Sep 5, 2026, 3:20:26 PM",Evening Walk,Walk,"",4200,7.00,,,false,,,,,,4200.0,4200.0,7000.0,,1.667,,,,,,0.0,,,,,,,,,632.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
20037304932,"Sep 4, 2026, 5:31:32 PM",Night Walk,Walk,"",5400,9.00,,,false,,,,,,5400.0,5400.0,9000.0,,1.667,,,,,,0.0,,,,,,,,,813.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
20024964278,"Sep 3, 2026, 4:00:14 PM",Night Walk,Walk,"",4800,8.00,,,false,,,,,,4800.0,4800.0,8000.0,,1.667,,,,,,0.0,,,,,,,,,722.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
20011070896,"Sep 2, 2026, 3:19:41 PM",Evening Walk,Walk,"",4200,7.00,,,false,,,,,,4200.0,4200.0,7000.0,,1.667,,,,,,0.0,,,,,,,,,632.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19998771405,"Sep 1, 2026, 2:45:17 PM",Evening Walk,Walk,"",4200,7.00,,,false,,,,,,4200.0,4200.0,7000.0,,1.667,,,,,,0.0,,,,,,,,,632.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19980926817,"Aug 30, 2026, 8:08:52 PM",Night Walk,Walk,"",5400,9.00,,,false,,,,,,5400.0,5400.0,9000.0,,1.667,,,,,,0.0,,,,,,,,,813.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19968761866,"Aug 30, 2026, 3:47:57 PM",Evening Walk,Walk,"",1200,2.00,,,false,,,,,,1200.0,1200.0,2000.0,,1.667,,,,,,0.0,,,,,,,,,181.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19953730950,"Aug 29, 2026, 3:11:10 PM",Evening Walk,Walk,"",4800,8.00,,,false,,,,,,4800.0,4800.0,8000.0,,1.667,,,,,,0.0,,,,,,,,,722.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19940531313,"Aug 28, 2026, 2:46:56 PM",Evening Walk,Walk,"",3600,6.00,,,false,,,,,,3600.0,3600.0,6000.0,,1.667,,,,,,0.0,,,,,,,,,542.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19933859170,"Aug 27, 2026, 3:27:59 PM",Evening Walk,Walk,"",3600,6.00,,,false,,,,,,3600.0,3600.0,6000.0,,1.667,,,,,,0.0,,,,,,,,,542.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19915302965,"Aug 26, 2026, 4:05:16 PM",Night Walk,Walk,"",3000,5.00,,,false,,,,,,3000.0,3000.0,5000.0,,1.667,,,,,,0.0,,,,,,,,,452.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19900813702,"Aug 25, 2026, 2:41:50 PM",Evening Walk,Walk,"",1800,3.00,,,false,,,,,,1800.0,1800.0,3000.0,,1.667,,,,,,0.0,,,,,,,,,271.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19900808217,"Aug 24, 2026, 4:41:21 PM",Night Walk,Walk,"",3000,5.00,,,false,,,,,,3000.0,3000.0,5000.0,,1.667,,,,,,0.0,,,,,,,,,452.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19870980743,"Aug 23, 2026, 4:22:25 PM",Night Walk,Walk,"",6000,10.00,,,false,,,,,,6000.0,6000.0,10000.0,,1.667,,,,,,0.0,,,,,,,,,903.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19856172516,"Aug 22, 2026, 3:06:50 PM",Evening Walk,Walk,"",5400,9.00,,,false,,,,,,5400.0,5400.0,9000.0,,1.667,,,,,,0.0,,,,,,,,,813.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19842876429,"Aug 21, 2026, 3:09:06 PM",Evening Walk,Walk,"",4200,7.00,,,false,,,,,,4200.0,4200.0,7000.0,,1.667,,,,,,0.0,,,,,,,,,632.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19829495529,"Aug 19, 2026, 10:15:56 PM",Night Walk,Walk,"",3600,6.00,,,false,,,,,,3600.0,3600.0,6000.0,,1.667,,,,,,0.0,,,,,,,,,542.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19814605684,"Aug 19, 2026, 4:41:47 PM",Night Walk,Walk,"",3600,6.00,,,false,,,,,,3600.0,3600.0,6000.0,,1.667,,,,,,0.0,,,,,,,,,542.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19805969808,"Aug 18, 2026, 3:37:14 PM",Evening Walk,Walk,"",3000,5.00,,,false,,,,,,3000.0,3000.0,5000.0,,1.667,,,,,,0.0,,,,,,,,,452.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19794365689,"Aug 17, 2026, 1:56:25 PM",Evening Walk,Walk,"",3600,6.00,,,false,,,,,,3600.0,3600.0,6000.0,,1.667,,,,,,0.0,,,,,,,,,542.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19771648205,"Aug 16, 2026, 4:49:20 PM",Night Walk,Walk,"",3600,6.00,,,false,,,,,,3600.0,3600.0,6000.0,,1.667,,,,,,0.0,,,,,,,,,542.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19756921222,"Aug 15, 2026, 3:00:59 PM",Evening Walk,Walk,"",7800,13.00,,,false,,,,,,7800.0,7800.0,13000.0,,1.667,,,,,,0.0,,,,,,,,,1174.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19745691696,"Aug 14, 2026, 4:05:28 PM",Night Walk,Walk,"",4200,7.00,,,false,,,,,,4200.0,4200.0,7000.0,,1.667,,,,,,0.0,,,,,,,,,632.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19729166461,"Aug 13, 2026, 4:00:29 PM",Night Walk,Walk,"",4200,7.00,,,false,,,,,,4200.0,4200.0,7000.0,,1.667,,,,,,0.0,,,,,,,,,632.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19716530387,"Aug 12, 2026, 4:00:43 PM",Night Walk,Walk,"",6600,11.00,,,false,,,,,,6600.0,6600.0,11000.0,,1.667,,,,,,0.0,,,,,,,,,993.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19716525351,"Aug 11, 2026, 5:53:00 PM",Night Walk,Walk,"",4200,7.00,,,false,,,,,,4200.0,4200.0,7000.0,,1.667,,,,,,0.0,,,,,,,,,632.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19686535220,"Aug 10, 2026, 4:26:15 PM",Night Walk,Walk,"",1800,3.00,,,false,,,,,,1800.0,1800.0,3000.0,,1.667,,,,,,0.0,,,,,,,,,271.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19676417658,"Aug 9, 2026, 5:16:28 PM",Night Walk,Walk,"",3000,5.00,,,false,,,,,,3000.0,3000.0,5000.0,,1.667,,,,,,0.0,,,,,,,,,452.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19662760135,"Aug 8, 2026, 4:35:34 PM",Night Walk,Walk,"",3000,5.00,,,false,,,,,,3000.0,3000.0,5000.0,,1.667,,,,,,0.0,,,,,,,,,452.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19644649443,"Aug 7, 2026, 5:40:33 PM",Night Walk,Walk,"",4200,7.00,,,false,,,,,,4200.0,4200.0,7000.0,,1.667,,,,,,0.0,,,,,,,,,632.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19640978608,"Aug 6, 2026, 1:37:30 PM",Evening Walk,Walk,"",3000,5.00,,,false,,,,,,3000.0,3000.0,5000.0,,1.667,,,,,,0.0,,,,,,,,,452.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19620959508,"Aug 5, 2026, 2:00:37 PM",Evening Walk,Walk,"",3000,5.00,,,false,,,,,,3000.0,3000.0,5000.0,,1.667,,,,,,0.0,,,,,,,,,452.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19606768091,"Aug 4, 2026, 3:13:18 PM",Evening Walk,Walk,"",3600,6.00,,,false,,,,,,3600.0,3600.0,6000.0,,1.667,,,,,,0.0,,,,,,,,,542.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19590937197,"Aug 3, 2026, 5:45:19 PM",Night Walk,Walk,"",3000,5.00,,,false,,,,,,3000.0,3000.0,5000.0,,1.667,,,,,,0.0,,,,,,,,,452.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19575247582,"Aug 2, 2026, 4:24:06 PM",Night Walk,Walk,"",1200,2.00,,,false,,,,,,1200.0,1200.0,2000.0,,1.667,,,,,,0.0,,,,,,,,,181.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19561551420,"Aug 1, 2026, 3:48:29 PM",Evening Walk,Walk,"",4200,7.00,,,false,,,,,,4200.0,4200.0,7000.0,,1.667,,,,,,0.0,,,,,,,,,632.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19549680765,"Jul 31, 2026, 4:45:28 AM",Morning Walk,Walk,"",7200,12.00,,,false,,,,,,7200.0,7200.0,12000.0,,1.667,,,,,,0.0,,,,,,,,,1084.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19533216116,"Jul 30, 2026, 5:30:59 PM",Night Walk,Walk,"",3000,5.00,,,false,,,,,,3000.0,3000.0,5000.0,,1.667,,,,,,0.0,,,,,,,,,452.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19521872436,"Jul 29, 2026, 5:34:34 PM",Night Walk,Walk,"",1800,3.00,,,false,,,,,,1800.0,1800.0,3000.0,,1.667,,,,,,0.0,,,,,,,,,271.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19507234532,"Jul 28, 2026, 5:59:01 PM",Night Walk,Walk,"",3600,6.00,,,false,,,,,,3600.0,3600.0,6000.0,,1.667,,,,,,0.0,,,,,,,,,542.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19490357671,"Jul 27, 2026, 5:45:29 PM",Night Walk,Walk,"",4200,7.00,,,false,,,,,,4200.0,4200.0,7000.0,,1.667,,,,,,0.0,,,,,,,,,632.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19478419181,"Jul 25, 2026, 9:13:59 PM",Night Walk,Walk,"",4200,7.00,,,false,,,,,,4200.0,4200.0,7000.0,,1.667,,,,,,0.0,,,,,,,,,632.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19465314038,"Jul 24, 2026, 11:22:17 PM",Morning Walk,Walk,"",6000,10.00,,,false,,,,,,6000.0,6000.0,10000.0,,1.667,,,,,,0.0,,,,,,,,,903.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19450063859,"Jul 24, 2026, 5:12:44 PM",Night Walk,Walk,"",2400,4.00,,,false,,,,,,2400.0,2400.0,4000.0,,1.667,,,,,,0.0,,,,,,,,,361.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19442654748,"Jul 23, 2026, 5:16:35 PM",Night Walk,Walk,"",2400,4.00,,,false,,,,,,2400.0,2400.0,4000.0,,1.667,,,,,,0.0,,,,,,,,,361.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19423171353,"Jul 22, 2026, 5:45:49 PM",Night Walk,Walk,"",1800,3.00,,,false,,,,,,1800.0,1800.0,3000.0,,1.667,,,,,,0.0,,,,,,,,,271.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19409686099,"Jul 21, 2026, 5:08:52 PM",Night Walk,Walk,"",1800,3.00,,,false,,,,,,1800.0,1800.0,3000.0,,1.667,,,,,,0.0,,,,,,,,,271.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19395288665,"Jul 20, 2026, 5:59:33 PM",Night Walk,Walk,"",2400,4.00,,,false,,,,,,2400.0,2400.0,4000.0,,1.667,,,,,,0.0,,,,,,,,,361.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19382658505,"Jul 19, 2026, 4:18:49 PM",Night Walk,Walk,"",4200,7.00,,,false,,,,,,4200.0,4200.0,7000.0,,1.667,,,,,,0.0,,,,,,,,,632.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19368956813,"Jul 18, 2026, 5:08:40 PM",Night Walk,Walk,"",2400,4.00,,,false,,,,,,2400.0,2400.0,4000.0,,1.667,,,,,,0.0,,,,,,,,,361.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19357493207,"Jul 17, 2026, 5:31:19 PM",Night Walk,Walk,"",1800,3.00,,,false,,,,,,1800.0,1800.0,3000.0,,1.667,,,,,,0.0,,,,,,,,,271.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19340499480,"Jul 16, 2026, 5:30:00 PM",Night Walk,Walk,"",4200,7.00,,,false,,,,,,4200.0,4200.0,7000.0,,1.667,,,,,,0.0,,,,,,,,,632.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19331049279,"Jul 15, 2026, 5:04:38 PM",Night Walk,Walk,"",4200,7.00,,,false,,,,,,4200.0,4200.0,7000.0,,1.667,,,,,,0.0,,,,,,,,,632.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19314573793,"Jul 14, 2026, 5:33:46 PM",Night Walk,Walk,"",3600,6.00,,,false,,,,,,3600.0,3600.0,6000.0,,1.667,,,,,,0.0,,,,,,,,,542.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
19298417203,"Jul 13, 2026, 6:10:06 PM",Night Walk,Walk,"",1200,2.00,,,false,,,,,,1200.0,1200.0,2000.0,,1.667,,,,,,0.0,,,,,,,,,181.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
